number,tweet (actual tweet text will defer. Open txt file instead),polarity
386,"b'#Carbon Management Canada CEO, Sandra Odendahl joins our #Toronto panel: driving investment toward #climate solutions @Sandra_Odendahl @CMCghg @CoPowerInc @CleanEnergyCan @ExportDevCanada#events #sustainability #susty #finance #ecoconscious #LikeACanadian https://t.co/pNrmVDT804 https://t.co/O8I7lQ4yc1'",positive
387,b'@PaulDoroshenko Seems sad that a QC wouldn\xe2\x80\x99t understand that Canada has been historically white',negative
388,"b""#Job - Account Manager in #Canada. The Account Manager position is expected to grow and retain H.B. Fuller's market share and customer base in key market segments while achieving profit sales targets. #adhesives #sealants Apply here: https://t.co/Cf1IQGGs92""",positive
389,"b'""When a big #mining project gets going in #NovaScotia we create 100s of jobs for people...That generates a lot of tax revenues for the province &amp; helps make a big difference, especially in the rural areas""\n-@MiningNS \nhttps://t.co/lmcWhhh2jm\n#nspoli  #cdnpoli #abpoli #BCpoli'",positive
390,b'We have 18 open positions across Canada! Check out our careers page and apply today. https://t.co/RGAwFDWRmM\n\n#SourceAtlantic #ApplyToday https://t.co/6flXDvjJK7',positive
391,"b'Whistler with chase_huntley \xf0\x9f\x92\x99 @ Whistler, Canada https://t.co/NEBrJ0ubDc'",positive
392,b'@thehr_doc @TotemGrant U get the job in Canada then get death threats \xf0\x9f\x98\x82 FU Canada HR is Poison Here',negative
393,"b'Mafia leaders granted DPA after government claims their business could lose 9,000 jobs @Canada #Canada https://t.co/s5AywG3cW4 https://t.co/8yY7R6IBJP'",negative
394,"b""Happening this afternoon at the #CanadaHouse: Meet &amp; Greet with hit comedy @KimsConvenience's stars @bitterasiandude and @SimuLiu! https://t.co/MGAk5CWhBw #SXSW19 #SXSW #Okseeyou #KimsConvenience https://t.co/pp1HX2i1hu""",positive
395,"b'Saying a prayer today for the family of Tina Fontaine.  And to all those, including me, impacted by her tragic death. https://t.co/xkzK2pS5Xc'",negative
396,"b'Saying a prayer today for the family of Tina Fontaine.  And to all those, including me, impacted by her tragic death. https://t.co/xkzK2pS5Xc'",negative
397,"b'Province closing Manitoba Education Resource Library Apr. 1, moving resource online. https://t.co/lAPmE2P2xY'",positive
398,b'Fiction? ... This is how it begins - a Muslim political party. Happening now. They form coalition govts with the brain dead cults like Greens and such. #StopIslam Keep Canada a Western democracy! https://t.co/ueQbddGmqu',positive
399,b'#Canada Transportation Minister #marcgarneau .....maybe the lack of oxygen from his space travel days as an astronaut is clouding his common sense! WAKE UP MARC! GROUND THE DAMN PLANES! #boeing #Boeing737Max #onpoli https://t.co/sA2yZd8hRj',positive
400,"b""Want to work at VON Canada? We're hiring in Niagara Falls, ON, Canada! Click for details: https://t.co/QIuOgvwIVQ #WesternU #McMasterU""",positive
401,"b""We're hiring! Read about our latest job opening here: Licensed Practical Nurse (LPN) (TPT 0.5) - https://t.co/kFqLn0yOnJ #CommunityCare #Nursing""",positive
402,"b'Economists had been expecting a flat showing for the month, with a little over 1,000 new jobs. But the numbers blew past those expectations thanks to a surge of full-time jobs. https://t.co/dbz6rpNCJN'",positive
403,b'#Canada #BusinessOwners #HR #Healthcare\n\nAre you:\n\n1. Canadian\n2. Business Owner\n3. Need Better Health Coverage\n\nDo you:\n\n1. Have medical bills\n2. No health insurance\n3. Pre existing condition \n4. Need a tax deduction\n\nWinflex has a solution for you https://t.co/Wxdy5eBs1A https://t.co/N9rLmegTGb',positive
404,b'48North Receives Standard Processing License from Health Canada... https://t.co/gHxpQEja9Q https://t.co/H994QeZq1K',positive
405,"b""FPTP encourages 'big tent' parties.  In Canada, our @CPC_HQ cobbles together social &amp; fiscal conservatives, alt-right &amp; small gov't strands.  So when it comes to power, who knows? maybe the alt-right gets expressed.  #Prorep offers more clarity, we get a clear legislative agenda. https://t.co/U7gY0nBAnw""",positive
406,"b'This generation of students are savvy cell phone users - they\'ll find a ""work around"" this ban in less than 24 hours. https://t.co/UoEvLdIAQx'",positive
407,"b'\xe2\x80\x9cTo the extent there are untrusted vendors in the networks of an ally, that could raise future questions about the integrity and confidentiality of sensitive communications within that country, as well as between that country and its allies\xe2\x80\x9d https://t.co/m6bvacVQQK'",positive
408,b'INTERACTIVE: U.S. #orange and #tangerine #exports suffered 2% price decline and a 14% drop in volume. Click the link to view the interactive graph. https://t.co/ibjgWRU0IN\n\n#Canada\n#Japan\n#HongKong\n#China\n#Australia\n#Mexico https://t.co/OvKhuvqNEN',positive
409,"b'Spotted in British Columbia, Canada! Bree is staying warm in our beanie while hiking and exploring Sombrio Beach with her pup, @mavthehuskie!\n\xf0\x9f\x93\xb8 : IG brecharity\n#LoveYourMelon #LYMLife #LYMPuppy https://t.co/eQfFT2JsiU'",positive
410,b'Apply for #PermanentResidence in Canada: Total Fee Structure for the Express Entry System. Read more:\nhttps://t.co/izeM0o6lRx \n\n#ImmigrationLawToronto #ImmigratetoCanada #Lawyer #FamilySponsorship #WorkPermitCanada #ImmigrationServices #StudentVisaCanada #InternationalStudent https://t.co/bslNHMAbhP',positive
411,"b'StartReady Forum- Venture For Canada\nConnect with innovative companies through an evening of interactive workshops, speed interviews and networking at the live Ottawa StartReady Forum. https://t.co/fkRf1JnHvH'",positive
412,"b""Don\xe2\x80\x99t miss @CAREFrance &amp; @Equipop_Ong's #CSW63 side-event on the @G7, co-sponsored by France &amp; Canada. We\xe2\x80\x99re excited to hear from @MarleneSchiappa, @MaryamMonsef, @EphrasieCouliba, Minister Ilboudo of Burkina Faso, @lyricthompson &amp; @Katja_Iversen! #G7France https://t.co/7BGTEsKcfP""",positive
413,"b'@CryptoVanessa another suggestion ""all in one"" wallet solve is Voyager Digital in Canada $VYGR (CAD)   it uses Ethos crypto coin tech. Voyager Digital has 45Mln shares outstanding and $65mln in investment. Trading way under value...IMO.'",positive
414,"b""Hey @RyanMcGreal, it's a good thing that this was one of the top priorities of the previous mayor https://t.co/BGYyCBEfUv""",positive
415,"b""'Extraordinary' Hamilton-area teacher killed in Ethiopian Airlines crash https://t.co/hYG8ExBSFV https://t.co/dUBFnMxamA""",positive
416,b'This is what the aftermath of a long 2018 and 48 tradeshows looks like. Thanks to Sanjeev and our whole sales team for unparalleled support of all of our customers and partners globally.\xe2\x80\xa6 https://t.co/XhNgAFbtqN',positive
417,"b""Mrs. Sullivan's Children's House students are learning about the flags of Canadian provinces and territories this week. There are 13 students in her class, so each child was assigned to draw a flag from a different province or territory. What a fun way to learn about Canada! #MMS https://t.co/5IK7i3eDXu""",positive
418,b'A key #WeDeliver2019 Mobilizer discussing a key issue at #CSW63 today! @CanadianLabour outlines how Canada can advance #genderequality through a National Child Care plan https://t.co/aQT0UaDVEG',positive
419,b'@ess_consortium seeks applicants for Postdoctoral Fellow to work at one or more of their Canada-based research centres. Research is aimed broadly at understanding &amp; intervening to change implicit gender bias for girls and women in #STEM. Starts Summer 2019 https://t.co/Kt6UhjpKGS',positive
420,"b""@SusanMunro13 Where's Canada?""",neutral
421,b'CBC News Sudbury: https://t.co/VsfUeEUlcw',positive
422,b'@CC_CRF @fordnation The US tortured this man when he was still a child. Canada owes them nothing.',positive
423,"b'shame on @ConsumerProBC for refusing to order @Yellow_Pages to return $10,000 that @Yellow_Pages stole from that poor woman. shame on @ConsumerProBC for refusing to call police on @Yellow_Pages for stealing, as well as, fraud. Here is the link :\n\nhttps://t.co/vXDYSsmMQQ'",negative
424,b'Animalia runs at @ArchivesOntario until January 2021. https://t.co/JviEdp0ii1',negative
425,b'FOR: \n\n\xf0\x9f\x95\x90 Admission assistance; \n\xf0\x9f\x95\x91 Scholarship opportunities; \n\xf0\x9f\x95\x92 Support for your study permit application process in CANADA\n\nFollow @TripPaddyStudy or \n\nhttps://t.co/KoxlBXwe3J',positive
426,"b'@SolidRedPeon @americanconsnet @nemo_gratis @homininus @angelo_zeppieri @gsecinbtown68 @GP46822778 @BrentDgls @Storm_fa_Q @MrMubinShaikh @J777Cindy @KaunKitty @LideFranks @KahnSing @laShawner951 @dawnoflyon @nighttr37778537 @metisgurlsb @rgladstone @Crazyscubadiver @Danbalkwill1 @lassiter1550 @ryder_kris @LetsbeFrank66 @HairzKenobi @hllfrezenovr @Venomous_Gramma @Charliekuss @NewImproved9 @DeborahGidget @DurBabushka @smfehir @katsil1 @max007ab @IVOTE63452318 @PolitcialS @CBCPolitics @CBCNews @KribbyMortus @john_lambe @DougHawk @ljbeebe @_CanadasAngel @CruelLogic1 @Pha_Queue @Qanadasentme @SaveRHomes @SusanIverach @Evenings_Star .#wtfoptionoftheday #Canada? #Jihadists as @liberal_party, al queda in this case. Full of sickening #muslim #supremacy fostered by #TrudeauMustGo #terrorism lover and danger to #Canadians #cdnpoli https://t.co/xCZ6stXSDq'",negative
427,b'Statistics Canada: More and more people are living alone and one-person dwellings are becoming the most common household configurations https://t.co/RjFncs9qYE',negative
428,b'Shangyou was brought to Canada by their choice which will eventually reach the target.',positive
429,"b'Canada\xe2\x80\x99s largest organic craft brewery, @beausallnatural, partnered with us and @enviro_stewards last year to undertake a FLW Prevention Assessment using our \xe2\x80\x9cWhy and How to Measure Food Loss and Waste\xe2\x80\x9d publications. See the results: https://t.co/sO1cpAE8vr #foodwaste https://t.co/cJPGJ2PqHz'",negative
430,"b'Puberty #2? You got through puberty the first time, Dr Erin Ley walks us through how to get through Perimenopause or as she likes to refer to it your second puberty - https://t.co/uGcEy66zhN\n#wellness #health #canada #oakville https://t.co/byAxuIdboe'",positive
431,"b'@realDonaldTrump @foxandfriends FACTS MATTER:  Patrick Albert Moore (born 1947) is a Canadian businessman, NUCLEAR ENERGY ADVOCATE, environmental consultant and former president of Greenpeace Canada.  Wikipedia  WOW!'",positive
432,"b'#Carbon Management Canada CEO, Sandra Odendahl joins our #Toronto panel: driving investment toward #climate solutions @Sandra_Odendahl @CMCghg @CoPowerInc @CleanEnergyCan @ExportDevCanada#events #sustainability #susty #finance #ecoconscious #LikeACanadian https://t.co/EpoWVOcoW6 https://t.co/oab1T0i7lM'",positive
433,b'\xf0\x9d\x99\x8a \xf0\x9d\x99\x9f\xf0\x9d\x99\x9a \xf0\x9d\x99\xa0\xf0\x9d\x99\x9a\xf0\x9d\x99\xac\xf0\x9d\x99\x96 \xf0\x9d\x99\x9a\xf0\x9d\x99\xa3\xf0\x9d\x99\x9c:\n\n...universities without application fees in CANADA...\n\nThread.',negative
434,b'The Doobie Brothers @thedoobiebros - Black Water 1975 www.kbradio.c',positive
435,"b'For Canada, Mexico match all about opportunity - https://t.co/36X9hciZk0'",positive
436,b'@CBCAlerts @CBCNews Canada needs to stop playing politics with the US and ground these planes now.',negative
437,"b'@LZeccardo Thank you for your interest in Canada Goose. We are always happy to hear customer suggestions and appreciate feedback. Feel free to fill out a contact form on our website here: https://t.co/uzsTMBITrb, and your comments can be directed to the appropriate representative.'",positive
438,b'Many animal welfare workers suffer from compassion fatigue: Humane Canada | Global News \nhttps://t.co/abVXtuvCnN https://t.co/PikNJbtlVO',positive
439,"b'@chatrmobile We seriously get hosed in Canada, you finally offer a decent plan with 250MB and BAM, restrictions make it so not everyone is able to sign up for it. Typical.'",positive
440,b'Beautiful aerial views of Roberts Creek pier on Sunshine Coast BC Canada. #drone #Video by Shawn King https://t.co/KG47vo1XjH https://t.co/KG47vo1XjH',positive
441,b'Youth arrested in Kingston terrorism case due for bail hearing https://t.co/OVnVa23bbb https://t.co/07m1sMi7FH',positive
442,b'Youth arrested in Kingston terrorism case due for bail hearing https://t.co/OVnVa23bbb https://t.co/07m1sMi7FH',positive
443,b'Is it spring yet? Feels close!\n.\nCheck out the link in our bio for clothing to take on your next adventure!\n.\n#resfeber \n#resfeberlifestyle \n#travel \n#travelincomfort \n#kelowna\n#bc \n#britishcolumbia \n#beautifulbritishcolumbia \n#beautifulbc \n#canada \n#okanagan \n#hiking https://t.co/XkUkrMyEgM',positive
444,"b""I honestly feel like the anti-vax movement is the best evidence of white privilege in Canada. Indigenous mothers have lost their kids for so much less than potentially exposing their children to deadly diseases. Why can't we call Child and Family Services on anti-vaxxers?""",positive
445,"b'Why does Deadpool say ""You\'re welcome, Canada,"" after shooting Ryan Reynolds in the end credits? https://t.co/TiVMO97ebc #dialogue'",positive
446,"b'@CityNews Glad to see Canada has ban them also. Oh wait they don\xe2\x80\x99t care about their citizens, so keep on flying'",positive
447,b'#Autonomoose is Canada\xe2\x80\x99s first complete autonomous driving system built by researchers at @UWaterloo @WatCARWaterloo @WaterlooENG. It exemplifies Ontario\xe2\x80\x99s unique convergence of automotive and technology expertise. \nLearn more \xf0\x9f\x91\x87 #cONnected #AVIN #kwawesome https://t.co/pH8ooQjjVf',positive
448,b'Preparing to ditch \xe2\x80\x94 a new way of training for helicopter emergencies https://t.co/7KPiG22b7r https://t.co/dGb7MJHf16',negative
449,"b"". @ONBCanada's Scale Up Atlantic Canada program, in partnership with ACOA and UNB, focuses on helping urban and rural companies grow: https://t.co/JciuLjFkzJ [sponsored]""",neutral
450,"b'For those looking to get a IEC Canada Working Holiday Visa, be prepared as April is set to be the perfect month to apply, read more here: https://t.co/PCN3L2932k #canada #IEC #workingholiday #travel https://t.co/uo2Lwpu3DD'",positive
451,b'Check out these NEW jobs in banking &amp; finance from across Canada: https://t.co/hHNKHQkJ8e https://t.co/PzveJJXPUR',positive
452,"b""This is wise. Air Canada and Westjet are not doing that. What assurance can they give the public that their pilots won't err and confuse the computer system? \xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cSeveral airlines ground Boeing 737 MAX 8 aircraft following fatal Ethiopian Airlines crash\xe2\x80\x9d\n\nhttps://t.co/jwEE4ZUx4g""",negative
453,b'Do you want to #study in #Canada? Tell us what you love most about the #GreatWhiteNorth \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 https://t.co/pSs0S7xrUS',positive
454,b'When the ends justify the means. #criminallaw #criminaldefence #wrongfulconviction #corruption #jailhouseinformant #disclosure https://t.co/1mCgMPEBCE',negative
455,"b'New post: Scenic unveils best offers for 2020 Alaska, Canada and USA https://t.co/BlqPzgI5LP'",positive
456,b'Operation Houseguest Underway! 14 New Agents Joining the Seventh Season of Big Brother Canada https://t.co/JWsVqFjSCY @BigBrotherCA #bigbrother #BBCAN7 @GlobalTV #lgbt #lgbtq #queer #lesbian https://t.co/X3EuEuKSo9',positive
